Date,Price,Open,High,Low,Vol.,Change %
12/2/23,2164.79,2087.21,2179.73,2086.29,344.20K,3.72%
12/1/23,2087.21,2051.59,2109.32,2045.39,402.51K,1.74%
11/30/23,2051.56,2028.99,2054.33,2021.44,252.49K,1.11%
11/29/23,2028.99,2048.47,2071.36,2020.31,269.97K,-0.95%
11/28/23,2048.47,2027.51,2074.79,1996.19,312.94K,1.03%
11/27/23,2027.51,2062.30,2071.13,1987.43,354.28K,-1.70%
11/26/23,2062.64,2082.91,2092.80,2038.28,259.79K,-0.98%
11/25/23,2083.09,2080.63,2089.64,2065.17,154.35K,0.12%
11/24/23,2080.62,2061.92,2129.20,2059.23,460.97K,0.91%
11/23/23,2061.92,2063.05,2088.20,2040.66,264.01K,-0.06%
11/22/23,2063.05,1934.62,2090.01,1930.66,506.35K,6.64%
11/21/23,1934.62,2021.49,2034.51,1932.50,527.41K,-4.30%
11/20/23,2021.49,2011.02,2064.05,1994.89,455.23K,0.52%
11/19/23,2011.01,1961.72,2014.93,1943.63,269.02K,2.51%
11/18/23,1961.72,1960.80,1971.02,1920.13,298.88K,0.05%
11/17/23,1960.80,1961.77,1990.24,1908.24,430.92K,-0.05%
11/16/23,1961.76,2058.93,2089.44,1940.44,585.12K,-4.72%
11/15/23,2058.93,1979.40,2060.95,1967.97,455.57K,4.03%
11/14/23,1979.10,2054.15,2064.51,1943.01,521.22K,-3.66%
11/13/23,2054.18,2044.61,2115.24,2031.01,578.44K,0.47%
11/12/23,2044.61,2053.40,2065.35,2020.76,354.64K,-0.43%
11/11/23,2053.42,2077.72,2089.24,2033.56,405.96K,-1.17%
11/10/23,2077.78,2120.16,2135.91,2068.79,640.31K,-2.00%
11/9/23,2120.16,1888.42,2131.31,1882.91,1.21M,12.22%
11/8/23,1889.29,1885.95,1903.67,1873.47,265.08K,0.18%
11/7/23,1885.97,1900.98,1906.55,1852.05,370.10K,-0.79%
11/6/23,1900.98,1891.81,1913.13,1870.00,359.00K,0.46%
